x	y	$\phi$	X Velocity	Y Velocity	pressure	$\beta$
0.075	0.25	5.90749619568634e-08	0.8	-0.0109824998882692	28.6307171343454	0.20000004725997
0.225	0.25	-7.77049753143325e-08	0.751814303309938	0.0036286668927156	28.6098068206905	0.19999993783602
0.375	0.25	-3.86596824431092e-07	0.8056254697523	0.00220630891742758	28.5856082901675	0.19999969072254
0.525	0.25	-8.61595758975853e-07	0.804035325221251	0.00132750658196912	28.5614693672539	0.199999310723393
0.675	0.25	-1.42337829486018e-06	0.80308720370645	0.000779732637748708	28.5373663369149	0.199998861297364
0.825	0.25	-1.90190049531232e-06	0.802540882039463	0.000434776182948492	28.5132844093746	0.199998478479604
0.975	0.25	-2.03818800346624e-06	0.802248791021873	0.000214892644393141	28.4892142503171	0.199998369449597
1.125	0.25	-1.50768713379769e-06	0.802119664984244	7.26728559385827e-05	28.4651498743452	0.199998793850293
1.275	0.25	3.69184970216524e-08	0.802096651980416	-2.09717409271139e-05	28.4410873606607	0.200000029534798
1.425	0.25	2.91020527207113e-06	0.80214407297327	-8.40083750741523e-05	28.4170240681192	0.200002328164218
1.575	0.25	7.33588533416192e-06	0.802239370990203	-0.000127615388931144	28.3929581560251	0.200005868708267
1.725	0.25	1.33969663200869e-05	0.802368187148893	-0.00015880170486959	28.3688882934268	0.200010717573056
1.875	0.25	2.10032246139672e-05	0.802521328518213	-0.000181998676083576	28.3448134849639	0.200016802579691
2.025	0.25	2.9880949959646e-05	0.802692885892016	-0.000200032774341833	28.3207329683867	0.200023904759968
2.175	0.25	3.95847685909922e-05	0.802879054382805	-0.000214723428561933	28.2966461553557	0.200031667814873
2.325	0.25	4.95264768686647e-05	0.803077386665503	-0.000227252729353918	28.2725525974957	0.200039621181495
2.475	0.25	5.9012411520868e-05	0.80328631512881	-0.000238395495942106	28.2484519664928	0.200047209929217
2.625	0.25	6.72796638501747e-05	0.803504843231273	-0.000248663350059498	28.2243440416605	0.20005382373108
2.775	0.25	7.35225092824877e-05	0.803732344828358	-0.000258395491852851	28.2002287016098	0.200058818007426
2.925	0.25	7.69032893757345e-05	0.803968433286826	-0.000267816227350478	28.1761059187897	0.200061522631501
3.075	0.25	7.6545792634817e-05	0.804212876021364	-0.000277071618716566	28.1519757569359	0.200061236634108
3.225	0.25	7.15129716605308e-05	0.804465538459302	-0.000286252936339101	28.1278383720409	0.200057210377328
3.375	0.25	6.07738013260389e-05	0.804726346674122	-0.00029541170278992	28.1036940174945	0.200048619041061
3.525	0.25	4.31657480081093e-05	0.804995261344378	-0.000304569326905069	28.0795430537327	0.200034532598407
3.675	0.25	1.73595856987845e-05	0.805272258073928	-0.000313723205580416	28.0553859622397	0.200013887668559
3.825	0.25	-1.81676177241699e-05	0.805557310798851	-0.00032285046748458	28.0312233632412	0.199985465905821
3.975	0.25	-6.51472043519315e-05	0.805850376228371	-0.000331910084586941	28.0070560360047	0.199947882236518
4.125	0.25	-0.000125519186484576	0.806151378098814	-0.000340843790278207	27.9828849404024	0.199899584650812
