x	y	$\phi$	X Velocity	Y Velocity	pressure	$\beta$
0.075	0.25	1.95787931770194e-11	0.8	-0.0122804758456466	1905.23107356232	0.200000000015663
0.225	0.25	2.39408661972954e-11	0.807092534639194	0.00579454304907436	1905.20673417439	0.200000000019153
0.375	0.25	3.0327067149081e-11	0.803036995132624	0.00160057301294764	1905.18264801028	0.200000000024262
0.525	0.25	3.62316172706085e-11	0.802612364402145	0.00150746675296192	1905.15855195474	0.200000000028985
0.675	0.25	3.87332956771637e-11	0.801759500026045	0.000980685375122601	1905.1344912685	0.200000000030987
0.825	0.25	3.4447302991307e-11	0.801279038179719	0.000697676042803902	1905.11044638484	0.200000000027558
0.975	0.25	1.96636696646865e-11	0.800913253044178	0.000490104226024148	1905.08641452634	0.200000000015731
1.125	0.25	-9.32613453651018e-12	0.8006562205995	0.000349054012313625	1905.06239158982	0.199999999992539
1.275	0.25	-5.57144287422719e-11	0.800469165771781	0.000250921633602903	1905.0383751533	0.199999999955428
1.425	0.25	-1.21485486055469e-10	0.800332259081635	0.000182641973086571	1905.0143634401	0.199999999902812
1.575	0.25	-2.06577122829009e-10	0.8002304498718	0.000134835919610981	1904.99035521802	0.199999999834738
1.725	0.25	-3.07952010904053e-10	0.800153538941597	0.00010119081376487	1904.96634961342	0.199999999753638
1.875	0.25	-4.18665176035711e-10	0.800094358445214	7.73752517271753e-05	1904.94234600604	0.199999999665068
2.025	0.25	-5.27045946407593e-10	0.800047887071678	6.04194116594748e-05	1904.91834395231	0.199999999578363
2.175	0.25	-6.16142603598264e-10	0.800010578319713	4.82777283610709e-05	1904.89434313326	0.199999999507086
2.325	0.25	-6.63601996108597e-10	0.799979912472717	3.95360444345788e-05	1904.87034331811	0.199999999469118
2.475	0.25	-6.42169659640237e-10	0.799954086195424	3.32124953913932e-05	1904.84634433904	0.199999999486264
2.625	0.25	-5.20993505771614e-10	0.799931798657938	2.8622212403056e-05	1904.82234607348	0.199999999583205
2.775	0.25	-2.67890945942442e-10	0.799912103324498	2.52850979953075e-05	1904.79834843167	0.199999999785687
2.925	0.25	1.47308929801458e-10	0.799894304839101	2.28628065014708e-05	1904.77435134781	0.200000000117847
3.075	0.25	7.48312942157392e-10	0.799877886921109	2.11155440389603e-05	1904.75035477385	0.20000000059865
