x	y	$\phi$	X Velocity	Y Velocity	pressure	$\beta$
0.125	0.5	-1.38542049137455e-09	0.8	-0.00969673250919644	1038.44869372896	0.199999998891664
0.375	0.5	-3.26348593150338e-10	0.749524801773896	0.00299829567355067	1038.41399244047	0.199999999738921
0.625	0.5	2.65967800829632e-09	0.804263072679967	0.00202868700188969	1038.37374124883	0.200000002127742
0.875	0.5	7.98762193397139e-09	0.80298427865119	0.0013814297014071	1038.33356613227	0.200000006390098
1.125	0.5	1.50712205422368e-08	0.802111322767096	0.00094644893791151	1038.29344281829	0.200000012056976
1.375	0.5	2.18020400027542e-08	0.801511994604159	0.000651751979075064	1038.25335499501	0.200000017441632
1.625	0.5	2.42834369235884e-08	0.801098803236652	0.00045008089451727	1038.21329161167	0.20000001942675
1.875	0.5	1.70985021022441e-08	0.800813660608569	0.000310287694978609	1038.17324510671	0.200000013678802
2.125	0.5	-5.63283021920772e-09	0.800617894227824	0.000211747455216829	1038.1332102399	0.199999995493736
2.375	0.5	-4.82766622500986e-08	0.800485715480176	0.000140729835899457	1038.09318331883	0.19999996137867
2.625	0.5	-1.10890681243699e-07	0.800399934605675	8.80358027228571e-05	1038.05316168352	0.199999911287455
2.875	0.5	-1.86038219582137e-07	0.800349140535133	4.74536140790086e-05	1038.01314336055	0.199999851169424
3.125	0.5	-2.55996158671437e-07	0.800325839190501	1.47466098490588e-05	1037.97312682867	0.199999795203073
3.375	0.5	-2.914540106203e-07	0.800325220910033	-1.30129050580213e-05	1037.9331108582	0.199999766836792
3.625	0.5	-2.52963971809278e-07	0.800344342902219	-3.78839254493697e-05	1037.89309439947	0.199999797628823
3.875	0.5	-9.63127891438095e-08	0.800381586803772	-6.1349224662662e-05	1037.85307650445	0.199999922949769
4.125	0.5	2.17436127811561e-07	0.800436299861036	-8.45108407891829e-05	1037.81305627115	0.200000173948902
4.375	0.5	7.07282826036697e-07	0.800508559696428	-0.000108221702510571	1037.77303280434	0.200000565826261
4.625	0.5	1.35423708658055e-06	0.800599023189358	-0.0001331750893923	1037.73300518818	0.200001083389669
4.875	0.5	2.08255395072123e-06	0.800708833161053	-0.000159966114738216	1037.69297246779	0.200001666043161
5.125	0.5	2.74449717684207e-06	0.800839565257946	-0.000189134546047914	1037.65293363727	0.200002195597741
5.375	0.5	3.11418515109497e-06	0.80099320273527	-0.000221195072419485	1037.61288763148	0.200002491348121
5.625	0.5	2.89666538990811e-06	0.801172130144384	-0.000256659021146296	1037.57283331857	0.200002317332312
5.875	0.5	1.7576847622551e-06	0.80137913931712	-0.000296050200751567	1037.53276948951	0.20000140614781
6.125	0.5	-6.22720531250499e-07	0.801617442524851	-0.000339916686925229	1037.49269484052	0.199999501823575
6.375	0.5	-4.47363952200829e-06	0.801890689608537	-0.000388839831992717	1037.4526079442	0.199996421088382
6.625	0.5	-9.83936157066934e-06	0.802202987584856	-0.000443441416765506	1037.41250720575	0.199992128510743
6.875	0.5	-1.64782329856875e-05	0.802558922811931	-0.000504389560926859	1037.37239080193	0.199986817413611
7.125	0.5	-2.3767371990111e-05	0.802963586154785	-0.000572403775795428	1037.33225660257	0.199980986102408
7.375	0.5	-3.06276501451694e-05	0.803422600828234	-0.000648259518751662	1037.29210207622	0.199975497879884
7.625	0.5	-3.54844411829426e-05	0.803942151307987	-0.000732792805615981	1037.25192418441	0.199971612447054
7.875	0.5	-3.62824631812692e-05	0.804529007137002	-0.000826905868104635	1037.21171927119	0.199970974029455
8.125	0.5	-3.05840122165372e-05	0.805190576593595	-0.000931572677984057	1037.17148295891	0.199975532790227
8.375	0.5	-1.57477402901932e-05	0.805934943323211	-0.00104784647380326	1037.13121006298	0.199987401807768
8.625	0.5	1.07878667499229e-05	0.806770951618191	-0.00117687032787513	1037.09089454028	0.2000086302934
8.875	0.5	5.11443282114182e-05	0.807708286746252	-0.00131988888035959	1037.05052948551	0.200040915462569
9.125	0.5	0.000106577910762491	0.808757579630925	-0.00147826238224743	1037.01010718673	0.20008526232861
9.375	0.5	0.000177019096519981	0.809930530797866	-0.00165348296709386	1036.96961924825	0.200141615277216
9.625	0.5	0.000260616429915228	0.811240052932512	-0.0018471930239627	1036.92905678334	0.200208493143932
9.875	0.5	0.000353331193734138	0.812700430302914	-0.00206120559196076	1036.8884106729	0.200282664954987
10.125	0.5	0.00044863202491486	0.814327492648526	-0.00229752684134545	1036.84767187826	0.200358905619932
10.375	0.5	0.000537336282326953	0.816138801378786	-0.00255838103025503	1036.80683178917	0.200429869025862
10.625	0.5	0.000607637364524169	0.818153846417711	-0.00284623868672255	1036.7658825806	0.200486109891619
10.875	0.5	0.000645344465631017	0.82039425378833	-0.00316384900707726	1036.72481754704	0.200516275572505
11.125	0.5	0.000634344300815292	0.822884006070328	-0.00351427723958503	1036.6836313793	0.200507475440652
11.375	0.5	0.000557274584427001	0.825649679599696	-0.003900946708205	1036.64232034854	0.200445819667542
11.625	0.5	0.000396378458621431	0.82872070308724	-0.00432768273358457	1036.6008823647	0.200317102766897
11.875	0.5	0.000134489906372746	0.832129640373702	-0.00479875161654501	1036.55931688219	0.200107591925098
12.125	0.5	-0.000243915271995857	0.835912493884817	-0.0053188821430691	1036.51762463421	0.199804867782403
12.375	0.5	-0.00075167808650045	0.840109014226253	-0.0058932501908956	1036.47580718828	0.1993986575308
12.625	0.5	-0.00139800239732674	0.844762983667068	-0.0065274001218617	1036.43386632814	0.198881598082139
12.875	0.5	-0.00218766115291703	0.849922418496133	-0.00722707159521294	1036.39180328091	0.198249871077666
13.125	0.5	-0.00312042334367869	0.855639608552546	-0.00799789922204578	1036.3496178219	0.197503661325057
13.375	0.5	-0.00419074405240472	0.861970885353064	-0.00884495699563664	1036.30730730187	0.196647404758076
13.625	0.5	-0.00538773820881913	0.868975987831212	-0.00977213004652231	1036.2648656518	0.195689809432945
13.875	0.5	-0.00669543615996122	0.876716879653961	-0.0107813109298957	1036.22228242782	0.194643651072031
14.125	0.5	-0.00809329937296345	0.885255867201652	-0.0118714311358585	1036.17954196326	0.193525360501629
14.375	0.5	-0.00955696118026854	0.894652869082887	-0.0130373424393545	1036.13662269606	0.192354431055785
14.625	0.5	-0.0110591538635786	0.904961689143269	-0.0142685480473427	1036.0934967401	0.191152676909137
14.875	0.5	-0.0125707912859691	0.916225134232706	-0.0155477436680886	1036.05012977002	0.189943366971225
15.125	0.5	-0.0140621927138475	0.928468786355867	-0.0168490647469622	1036.00648129529	0.188750245828922
15.375	0.5	-0.0155044448585077	0.941693187635776	-0.0181358602856326	1035.96250541281	0.187596444113194
15.625	0.5	-0.0168708721427628	0.955864148629999	-0.0193577507365521	1035.91815214718	0.18650330228579
15.875	0.5	-0.0181384549483565	0.970900893540378	-0.0204467148070141	1035.8733695013	0.185489236041315
16.125	0.5	-0.0192886975069725	0.98666187428208	-0.0213120396370817	1035.82810631328	0.184569041994422
16.375	0.5	-0.0203067661884021	1.00292836923831	-0.0218342412375856	1035.78231588144	0.183754587049278
16.625	0.5	-0.0211765841638717	1.01938641935743	-0.0218586638796869	1035.73595996771	0.183058732668903
16.875	0.5	-0.0218680270939901	1.03560814154781	-0.0211906761527551	1035.68901208701	0.182505578324808
