x	y	$\phi$	X Velocity	Y Velocity	pressure	$\beta$
0.075	0.25	1.40519081528077e-33	0.8	0.962147092709312	-2.58865078250487	0.2
0.225	0.25	1.65817478932905e-33	0.162629572166782	-1.2385584022415	-2.58859000461296	0.2
0.375	0.25	1.89872874399115e-33	1.0495612940781	-0.677300666260624	-2.58864445257829	0.2
0.525	0.25	1.8654569517124e-33	0.745344235339763	1.00503186521583	-2.58854596026895	0.2
0.675	0.25	1.37832398406159e-33	0.86569776238776	-0.9015138287529	-2.58868911882726	0.2
0.825	0.25	2.96389939383734e-34	0.680542664033889	1.04988669140544	-2.58854027045152	0.2
0.975	0.25	-1.37686949656862e-33	0.778549844879874	0.977629663082326	-2.58872694328362	0.2
1.125	0.25	-3.36736100266131e-33	0.716980659406259	-1.02215638056364	-2.58853125453611	0.2
1.275	0.25	-4.98095580289907e-33	1.21462600121807	-0.299477373201988	-2.58867675247809	0.2
1.425	0.25	-5.01829385016342e-33	1.14943807878044	0.497349305722091	-2.58858948591108	0.2
1.575	0.25	-1.77801021608217e-33	1.02961972906534	-0.70994275593068	-2.58881021588403	0.2
1.725	0.25	6.86127620639082e-33	1.19932220332522	-0.34789034206212	-2.58862176951372	0.2
1.875	0.25	2.28598978909151e-32	1.08265542057133	-0.624664776071329	-2.5887387607367	0.2
2.025	0.25	4.6773913421221e-32	1.24830687917217	-0.0219846423066988	-2.58861856357814	0.2
2.175	0.25	7.59875547343037e-32	1.20139529686524	0.348410840215593	-2.58864881251871	0.2
2.325	0.25	1.0214050905102e-31	1.24874315378414	-0.0577970566119789	-2.58867008260244	0.2
2.475	0.25	1.09186881205158e-31	1.20933270743718	-0.315213939467803	-2.58865360350554	0.2
2.625	0.25	7.31021507357187e-32	1.23447011427238	-0.195914675323494	-2.58865486044574	0.2
2.775	0.25	-3.46862564275308e-32	1.22630103967413	0.243340936649172	-2.58864882967184	0.2
2.925	0.25	-2.38076915176526e-31	1.24025493378057	0.154709128565018	-2.58866730751884	0.2
