x	y	$\phi$	X Velocity	Y Velocity	pressure
0.075	0.15	0.000431459007158561	0.8	0.650021156429066	11.6157803341905
0.225	0.15	0.00042971671605289	0.56147045249497	-0.794897499765468	11.6335988894344
0.375	0.15	0.000425776018100492	1.03324354358482	-0.0920351049848391	11.6200607729569
0.525	0.15	0.000422580900529941	0.980543596741514	-0.00724684643633725	11.6223026047836
0.675	0.15	0.000419534198387965	0.983900876481877	-0.00151685504064503	11.6257788865835
0.825	0.15	0.000416677616035898	0.995385826299927	0.0270254471007694	11.6270336383093
0.975	0.15	0.000414088393390617	1.00161106258156	0.0550585583933569	11.6269523692227
1.125	0.15	0.000411773182741835	1.00386666120651	0.0863302753801815	11.6260080421348
1.275	0.15	0.000409756620964132	1.00090926116905	0.107390684170449	11.6246418067305
1.425	0.15	0.000408234843126839	0.991176308748663	0.0717393593386585	11.6240602223142
1.575	0.15	0.000407500887594664	0.969787195860067	-0.100338739962731	11.6265494271099
1.725	0.15	0.000407161562090054	0.912994922165262	-0.329632895513087	11.6311327469116
1.875	0.15	0.000406519634126017	0.900729434278568	-0.37360437323626	11.6343995531826
2.025	0.15	0.00040534894802997	0.934504201958995	-0.303744108552906	11.6374961316021
2.175	0.15	0.000403756703548984	0.960699171337822	-0.262063676089438	11.6385370901951
2.325	0.15	0.000401941627816479	0.971323682901459	-0.245589878773194	11.6378422382168
2.475	0.15	0.000399889796305489	0.993786880314358	-0.106474569985529	11.637268663283
2.625	0.15	0.000397231858124395	0.991886905327239	0.0946139395608929	11.6377771990533
2.775	0.15	0.000394067061957158	0.99269392058704	0.0819981132263082	11.6384056335601
2.925	0.15	0.000390744324712354	0.997644956023377	-0.0155432820465254	11.6389539822163
3.075	0.15	0.000387427608476399	0.998795541384257	-0.0710550636237237	11.6390468001969
3.225	0.15	0.000384166145460872	1.00068124584547	-0.083964387383738	11.638528955746
3.375	0.15	0.000380961693720309	1.00202176467274	-0.0801083383109761	11.6377534504206
3.525	0.15	0.000377794113990017	1.00262238645139	-0.0740237779751023	11.6369294844026
3.675	0.15	0.000374637549195904	1.00269003677758	-0.0710103640317713	11.6361209243738
3.825	0.15	0.000371463928157183	1.00226846610192	-0.0722808730982591	11.635351863016
3.975	0.15	0.000368252747061456	1.00123348382133	-0.0780652111117975	11.6346540237993
4.125	0.15	0.000365006017119746	0.999295129791075	-0.0891756565065724	11.6340792614177
4.275	0.15	0.000361716764396112	0.995860314186478	-0.107574616381429	11.6337041567846
4.425	0.15	0.000358271119770602	0.989633353903588	-0.136362843316797	11.6336472736629
4.575	0.15	0.000354489149109794	0.977858459969986	-0.178937709733663	11.6341288170627
4.725	0.15	0.000350642167080697	0.955712694463011	-0.236976542494631	11.6356108471369
4.875	0.15	0.000348107669440191	0.917706636314529	-0.311949802049317	11.6389411130845
5.025	0.15	0.000348720308652013	0.858336306043761	-0.406065606690438	11.6448318839033
5.175	0.15	0.000352712357227004	0.784235330879983	-0.535531689160679	11.6532576544538
5.325	0.15	0.000356663585372049	0.634751015221357	-0.712988271844674	11.6571759603441
5.475	0.15	0.000356929862564925	0.70865160239429	-0.648773070395258	11.660806633603
5.625	0.15	0.000353072596790213	0.844568143824261	-0.496596957495901	11.6640260588036
5.775	0.15	0.000347062066317756	0.932373846808966	-0.327969573551038	11.6661755056404
5.925	0.15	0.000340734907548253	0.972251205867638	-0.198325171615917	11.6679625203429
6.075	0.15	0.000334620658870614	0.990946404808797	-0.118961164982105	11.668842316724
6.225	0.15	0.000328641770528495	1.00090940370957	-0.0747478969230775	11.6687243561258
6.375	0.15	0.0003226284828316	1.0066115799244	-0.0501276362048145	11.6678431622706
6.525	0.15	0.000316466767018059	1.00989530358322	-0.0358766050630756	11.6664569226209
6.675	0.15	0.000310107210064632	1.01161439084523	-0.0272051724771668	11.6647753676295
6.825	0.15	0.000303548282060202	1.01218170486113	-0.0216593561344369	11.6629668794857
6.975	0.15	0.000296819901183931	1.01180100064983	-0.0179515245198838	11.6611741358274
7.125	0.15	0.000289970053506466	1.01056685730736	-0.0153795527744753	11.6595259735561
7.275	0.15	0.000283053805533088	1.00850617145668	-0.0135416852329536	11.6581460027487
7.425	0.15	0.000276124378731441	1.00559381390735	-0.0121942044246644	11.657159656719
7.575	0.15	0.000269226507838207	1.00175650968246	-0.0111784677765704	11.656700826768
7.725	0.15	0.000262392544637826	0.996871363792653	-0.0103825721715124	11.6569187197856
7.875	0.15	0.000255641590205257	0.990762928804136	-0.00972145445974353	11.6579851766247
8.025	0.15	0.00024898114432634	0.983202779788246	-0.00912840836720282	11.6601022465694
8.175	0.15	0.000242409289959948	0.973917279589025	-0.00855580924766677	11.6635091621582
8.325	0.15	0.000235914011480824	0.962612061232018	-0.00798525417545565	11.6684868504764
8.475	0.15	0.000229466839807721	0.949024621128843	-0.00744729771341549	11.6753566817655
8.625	0.15	0.000223012836786223	0.933016334917587	-0.00704674432680758	11.6844684834059
8.775	0.15	0.000216467520655944	0.914706142109439	-0.00697892095287603	11.6961717439105
8.925	0.15	0.000209738291071493	0.89462229207503	-0.00750782851045983	11.7107652469899
9.075	0.15	0.000202786304191102	0.873805219515673	-0.00887394370833236	11.7284268700897
9.225	0.15	0.000195735322323266	0.853758354961183	-0.0111358122384568	11.7491385127162
9.375	0.15	0.000189028550739272	0.836170726939444	-0.0140304136965057	11.7726364742428
9.525	0.15	0.000183642331152275	0.822463923189657	-0.0169885173343932	11.7984209541281
9.675	0.15	0.000181379308518503	0.813375095355851	-0.0193540783752616	11.8258358155203
9.825	0.15	0.000185268242764738	0.808811257241437	-0.0206727751632019	11.8541900257398
9.975	0.15	0.000200086744065458	0.808035467056002	-0.0208484185687844	11.8828685759434
10.125	0.15	0.000232985820247063	0.810034359385199	-0.0201002872723042	11.9113939657581
10.275	0.15	0.000294095586361914	0.813861411377356	-0.0188115652878687	11.9394322190287
10.425	0.15	0.000396797324930121	0.818844931020245	-0.0173840936124236	11.9667606585575
10.575	0.15	0.000557098794751232	0.824658743338412	-0.0161498486587228	11.9932193079953
10.725	0.15	0.000791418296820981	0.831299683105842	-0.0153335429075274	12.0186622241871
10.875	0.15	0.0011123505802199	0.839012961896881	-0.0150447441825166	12.0429183855946
11.025	0.15	0.00152288944535063	0.848190595543315	-0.0152841714402968	12.0657672300215
11.175	0.15	0.00201101739219697	0.859257970412652	-0.0159578332909668	12.0869310883161
11.325	0.15	0.00254785385232855	0.872560891765028	-0.0168968675033809	12.1060844522542
11.475	0.15	0.00309250419415346	0.888265617660794	-0.0178814023219106	12.1228778036883
11.625	0.15	0.00360439221832924	0.906283831010864	-0.0186662668326173	12.136971896822
11.775	0.15	0.0040594780144191	0.926232673009525	-0.0190071688003413	12.1480773728199
11.925	0.15	0.00446258916317393	0.947437759603355	-0.0186870401221523	12.1559943910863
12.075	0.15	0.00484752679368365	0.968983673771455	-0.0175416968278005	12.160647157241
12.225	0.15	0.00526158407091699	0.989808567470088	-0.0154806007803447	12.1621085457622
12.375	0.15	0.00573916254663634	1.00882555588053	-0.0124944146154689	12.160610906466
12.525	0.15	0.00627426323567482	1.02503868539131	-0.00864142222427274	12.1565414422731
12.675	0.15	0.00680073161481604	1.0376161945308	-0.00401376778910938	12.150424134634
12.825	0.15	0.00718707195825215	1.04589542228607	0.0013027263565089	12.1428930932845
12.975	0.15	0.00725626227366607	1.04931850307983	0.00725255527619393	12.134661748272
13.125	0.15	0.00684947679935915	1.04732637757175	0.013796083730697	12.1264871813908
13.275	0.15	0.00595817658684147	1.03926306458711	0.0208434763695281	12.1191200860646
13.425	0.15	0.00494806136282642	1.02435905914839	0.0281412741066478	12.1132207182078
13.575	0.15	0.0049027202135522	1.00186667646245	0.0351438994144411	12.1092125542539
13.725	0.15	0.00815007727083669	0.971395207563766	0.0409388838802133	12.1070425449217
13.875	0.15	0.0190962214939377	0.933411532289586	0.0443213318961978	12.1058305620074
14.025	0.15	0.0454091548330123	0.889719302284573	0.0440832011956115	12.103445380453
14.175	0.15	0.0988495582675884	0.843604390896755	0.039473885056081	12.0961747449876
14.325	0.15	0.193132192938918	0.799530537721352	0.030673493742233	12.0788528616649
14.475	0.15	0.335065099066859	0.762770937982741	0.0190969935601332	12.0458799432593
14.625	0.15	0.511664830667187	0.738825745934031	0.00726057856527241	11.9931209530523
14.775	0.15	0.689298688294279	0.730955232914728	-0.00212015586908218	11.9196902039169
14.925	0.15	0.833968092082002	0.736913317912005	-0.00744701277588646	11.8282307747199
15.075	0.15	0.931210400388703	0.749961607914227	-0.00885406785484673	11.7234743228323
15.225	0.15	0.985910841808739	0.763543926704701	-0.00766866379525489	11.6103275230468
15.375	0.15	1.01111451242204	0.774042869600316	-0.00541604379004772	11.4926743264676
15.525	0.15	1.01934367367907	0.780696410111885	-0.00315410551374151	11.3730829082834
15.675	0.15	1.01935814576486	0.783988777908654	-0.00138995166380277	11.2530122094448
15.825	0.15	1.01624851646651	0.785008756311403	-0.000240121842042194	11.1331656059217
15.975	0.15	1.01253809579019	0.784729072556336	0.000390860751060899	11.0138123442651
16.125	0.15	1.00924564462006	0.783842497907802	0.00065997732292613	10.8949994810962
16.275	0.15	1.00663468191322	0.78278130358116	0.000707759819239615	10.7766760782297
16.425	0.15	1.00465638362094	0.781783227293291	0.000636279061527437	10.6587586690195
16.575	0.15	1.00317326687769	0.780959220518617	0.000511145266610888	10.5411614820808
16.725	0.15	1.00205228689176	0.780346008738	0.000370710665063477	10.4238079353266
16.875	0.15	1.00119193209961	0.779941154903318	0.000235341135547468	10.3066334352976
17.025	0.15	1.0005219769613	0.779724116449315	0.000114505046597765	10.1895847824636
17.175	0.15	0.999995341868098	0.779667856710163	1.15224204505599e-05	10.0726186034161
17.325	0.15	0.999579993292912	0.779744736959081	-7.35080971106994e-05	9.9556997352315
17.475	0.15	0.999253159765937	0.779929175691554	-0.000142022452057412	9.83879982533179
17.625	0.15	0.998997803498901	0.780198752808306	-0.000196039841806084	9.72189617452389
17.775	0.15	0.998800608584785	0.780534299111463	-0.000237685604675736	9.60497077678203
17.925	0.15	0.9986508616215	0.780919742220029	-0.000268964041006111	9.48800951067139
18.075	0.15	0.998539810119281	0.781341772207632	-0.000291665052751751	9.37100145990956
18.225	0.15	0.998460259446599	0.781789471195355	-0.00030733912174657	9.25393834148543
18.375	0.15	0.998406287622623	0.782253956511983	-0.000317305086336599	9.13681402544987
18.525	0.15	0.998373023268023	0.782728057810626	-0.000322671887146924	9.0196241334189
